title,console,genre_x,publisher,developer_x,critic_score,total_sales,release_date_x,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,user_score,Title,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,company,stock
Thor: God of Thunder,PS3,Action,Sega,Liquid Entertainment,37.0,0.15,2011-05-03,0.07,0.05,0.0,0.02,0.14,35.0,19.0,T,,,,,,,44.0,,,,,,,,Sega,6460.T
Grabbed by the Ghoulies,XB,Action,Microsoft Game Studios,Rare Ltd.,66.0,0.14,2003-10-21,0.11,0.03,0.0,0.01,0.14,42.0,28.0,E,,,,,,,73.0,,,,,,,,Microsoft,MSFT
Spider-Man: Friend or Foe,Wii,Action,Activision,Next Level Games,56.0,0.14,2007-10-02,0.13,0.0,0.0,0.01,0.14,29.0,6.0,E10+,,,,,,,80.0,,,,,,,,Activision Blizzard,ATVI
Thor: God of Thunder,X360,Action,Sega,Liquid Entertainment,38.0,0.14,2011-05-03,0.09,0.04,0.0,0.01,0.14,40.0,22.0,T,,,,,,,57.0,,,,,,,,Sega,6460.T
G.I. Joe: The Rise of Cobra,PS2,Action,Electronic Arts,Double Helix Games,52.0,0.14,2009-08-04,0.11,0.0,0.0,0.03,0.14,4.0,6.0,T,,,,,,,23.0,,,,,,,,EA,EA
Hitman: Blood Money,XB,Action,Eidos Interactive,IO Interactive,81.0,0.14,2006-05-30,0.11,0.03,0.0,0.01,0.14,27.0,32.0,M,,,,,,,91.0,Hitman: Blood Money,IoInteractive,Action Adventure;Modern,XB,81.0,89.0,1 Player,Square Enix,SQNXF
The Da Vinci Code,PS2,Action,2K Games,Double Helix Games,54.0,0.14,2006-05-15,0.07,0.05,0.0,0.02,0.14,43.0,24.0,T,,,,,,,80.0,,,,,,,,Take Two Interactive,TTWO
Just Cause,X360,Action,Eidos Interactive,Avalanche Studios,73.0,0.14,2006-09-27,0.1,0.03,0.01,0.01,0.14,57.0,52.0,M,,,,,,,72.0,,,,,,,,Square Enix,SQNXF
Resident Evil: Revelations 2,XOne,Action,Capcom,Capcom,75.0,0.14,2015-03-20,0.07,0.02,0.0,0.01,0.1,22.0,106.0,M,13.0,9.0,0.0,11.0,4.0,1.0,75.0,,,,,,,,Capcom,CCOEF
Dino Crisis 3,XB,Action,Capcom,Capcom Production Studio 4,51.0,0.14,2003-09-16,0.08,0.03,0.03,0.0,0.14,28.0,22.0,M,,,,,,,41.0,,,,,,,,Capcom,CCOEF
How to Train Your Dragon,X360,Action,Activision,Etranges Libellules,46.0,0.14,2010-03-23,0.11,0.02,0.0,0.01,0.14,23.0,10.0,E10+,,,,,,,76.0,,,,,,,,Activision Blizzard,ATVI
G.I. Joe: The Rise of Cobra,DS,Action,Electronic Arts,Fall Line Studio,56.0,0.14,2009-08-04,0.11,0.01,0.0,0.01,0.14,16.0,4.0,E10+,,,,,,,75.0,,,,,,,,EA,EA
Naruto Shippuden: Kizuna Drive,PSP,Action,Namco Bandai,Bandai Namco Games,70.0,0.14,2011-03-22,0.04,0.02,0.05,0.01,0.13,22.0,6.0,T,,,,,,,50.0,,,,,,,,Bandai Namco,7832.T
Resident Evil: Revelations 2,PSV,Action,Sony Computer Entertainment,Capcom,65.0,0.13,2015-08-15,0.0,0.03,0.07,0.01,0.1,12.0,63.0,M,1.0,11.0,0.0,9.0,1.0,1.0,78.0,,,,,,,2 ,Sony,SONY
Blade II,XB,Action,Activision,Mucky Foot Productions,53.0,0.13,2002-09-02,0.1,0.03,0.0,0.0,0.13,20.0,4.0,M,,,,,,,40.0,,,,,,,,Activision Blizzard,ATVI
Peter Jackson's King Kong: The Official Game of the Movie,DS,Action,Ubisoft,Ubisoft Casablanca,28.0,0.13,2005-11-21,0.12,0.0,0.0,0.01,0.13,5.0,32.0,T,,,,,,,32.0,,,,,,,,Ubisoft,UBSFY
Tomb Raider: Legend,XB,Action,Eidos Interactive,Crystal Dynamics,83.0,0.13,2006-04-11,0.1,0.03,0.0,0.0,0.13,40.0,13.0,T,,,,,,,72.0,Tomb Raider: Legend,CrystalDynamics,Action Adventure;Modern,XB,82.0,72.0,1 Player,Square Enix,SQNXF
NightCaster,XB,Action,Microsoft,Jaleco Entertainment,61.0,0.13,2002-01-21,0.1,0.03,0.0,0.0,0.13,27.0,7.0,T,,,,,,,57.0,,,,,,,,Microsoft,MSFT
Hitman 2: Silent Assassin,GC,Action,Eidos Interactive,IO Interactive,83.0,0.13,2003-06-19,0.1,0.03,0.0,0.0,0.13,17.0,8.0,M,,,,,,,55.0,Hitman 2: Silent Assassin,IoInteractive,Action Adventure;Modern,GC,83.0,59.0,1 Player,Square Enix,SQNXF
"Crouching Tiger, Hidden Dragon",PS2,Action,Ubisoft,Light Weight,48.0,0.13,2003-10-09,0.06,0.05,0.0,0.02,0.13,26.0,6.0,T,,,,,,,37.0,,,,,,,,Ubisoft,UBSFY
Otogi: Myth of Demons,XB,Action,Sega,From Software,80.0,0.13,2003-08-27,0.08,0.02,0.03,0.0,0.13,40.0,28.0,T,,,,,,,85.0,Otogi: Myth of Demons,FromSoftware,Action Adventure;Fantasy,XB,80.0,85.0,1 Player,Sega,6460.T
Fat Princess: Fistful of Cake,PSP,Action,Sony Computer Entertainment,SuperVillain Studios,70.0,0.13,2010-05-04,0.08,0.02,0.0,0.02,0.12,33.0,25.0,T,,,,,,,87.0,,,,,,,,Sony,SONY
Tom Clancy's Splinter Cell: Double Agent,Wii,Action,Ubisoft,Ubisoft Montreal,61.0,0.13,2006-11-28,0.1,0.01,0.0,0.01,0.13,12.0,16.0,M,,,,,,,74.0,,,,,,,,Ubisoft,UBSFY
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,Action,Konami,Konami,48.0,0.13,2004-10-19,0.1,0.03,0.0,0.0,0.13,20.0,8.0,T,,,,,,,56.0,,,,,,,,Konami,9766.T
Onechanbara: Bikini Samurai Squad,X360,Action,D3 Publisher,Tamsoft Corporation,39.0,0.13,2009-02-10,0.11,0.01,0.0,0.01,0.13,39.0,55.0,M,,,,,,,64.0,,,,,,,,Bandai Namco,7832.T
Spartan: Total Warrior,XB,Action,Sega,The Creative Assembly,70.0,0.13,2005-10-25,0.1,0.03,0.0,0.0,0.13,36.0,12.0,M,,,,,,,88.0,,,,,,,,Sega,6460.T
Chessmaster: The Art of Learning,PSP,Action,Ubisoft,Unknown,64.0,0.13,2008-02-12,0.11,0.0,0.0,0.01,0.12,4.0,18.0,E,,,,,,,84.0,,,,,,,,Ubisoft,UBSFY
Thor: God of Thunder,DS,Action,Sega,WayForward Technologies,64.0,0.13,2011-05-03,0.08,0.03,0.0,0.01,0.12,18.0,9.0,E10+,,,,,,,72.0,,,,,,,,Sega,6460.T
Teenage Mutant Ninja Turtles: Arcade Attack,DS,Action,Ubisoft,Ubisoft,43.0,0.13,2009-11-10,0.12,0.0,0.0,0.01,0.13,8.0,4.0,E10+,,,,,,,48.0,,,,,,,,Ubisoft,UBSFY
Assassin's Creed Chronicles,PSV,Action,Ubisoft,Climax Studios,70.0,0.12,2016-04-05,0.01,0.04,0.01,0.01,0.07,6.0,24.0,T,,,,,,,80.0,,,,,,,,Ubisoft,UBSFY
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Action,Activision,PlatinumGames,44.0,0.12,2016-05-24,0.05,0.02,0.0,0.02,0.09,49.0,163.0,T,0.0,19.0,30.0,17.0,14.0,12.0,55.0,,,,,,,,Activision Blizzard,ATVI
Ninja Reflex,Wii,Action,Electronic Arts,Sanzaru Games,49.0,0.12,2008-03-04,0.11,0.0,0.0,0.01,0.12,26.0,11.0,E10+,,,,,,,60.0,,,,,,,,EA,EA
Curious George,PS2,Action,Namco,Monkey Bar Games,53.0,0.12,2006-02-01,0.06,0.05,0.0,0.02,0.12,13.0,6.0,E,,,,,,,77.0,,,,,,,,Bandai Namco,7832.T
X2: Wolverine's Revenge,GC,Action,Activision,GenePool,60.0,0.12,2003-04-14,0.09,0.02,0.0,0.0,0.12,21.0,8.0,T,,,,,,,66.0,,,,,,,,Activision Blizzard,ATVI
Tenchu: Shadow Assassins,PSP,Action,Ubisoft,From Software,75.0,0.12,2009-03-24,0.03,0.02,0.05,0.01,0.11,18.0,18.0,M,,,,,,,74.0,,,,,,,,Ubisoft,UBSFY
Prince of Persia: Rival Swords,PSP,Action,Ubisoft,"Pipeworks Software, Inc.",74.0,0.12,2007-04-03,0.08,0.02,0.0,0.01,0.11,16.0,19.0,T,,,,,,,81.0,,,,,,,,Ubisoft,UBSFY
Castlevania: Curse of Darkness,XB,Action,Konami,Konami,72.0,0.12,2005-11-01,0.09,0.03,0.0,0.0,0.12,26.0,13.0,M,,,,,,,70.0,,,,,,,,Konami,9766.T
Onechanbara: Bikini Zombie Slayers,Wii,Action,D3 Publisher,Tamsoft Corporation,55.0,0.12,2009-02-10,0.11,0.0,0.0,0.01,0.12,24.0,20.0,M,,,,,,,80.0,,,,,,,,Bandai Namco,7832.T
Nightshade,PS2,Action,Sega,Wow Entertainment,68.0,0.12,2004-02-10,0.06,0.04,0.0,0.01,0.12,39.0,20.0,M,,,,,,,77.0,,,,,,,,Sega,6460.T
Fantastic Four: Rise of the Silver Surfer,X360,Action,2K Games,Visual Concepts,45.0,0.11,2007-06-15,0.1,0.01,0.0,0.01,0.11,30.0,16.0,T,,,,,,,54.0,,,,,,,,Take Two Interactive,TTWO
TMNT,PSP,Action,Ubisoft,Ubisoft Montreal,36.0,0.11,2007-03-20,0.1,0.0,0.0,0.01,0.11,7.0,12.0,E10+,,,,,,,41.0,,,,,,,,Ubisoft,UBSFY
Batman: Rise of Sin Tzu,XB,Action,Ubisoft,Ubisoft Montreal,67.0,0.11,2003-10-16,0.08,0.02,0.0,0.0,0.11,17.0,6.0,T,,,,,,,77.0,,,,,,,,Ubisoft,UBSFY
Cold Fear,PS2,Action,Ubisoft,Darkworks,68.0,0.11,2005-03-15,0.06,0.04,0.0,0.01,0.11,39.0,27.0,M,,,,,,,77.0,,,,,,,,Ubisoft,UBSFY
Sabrina The Teenage Witch: Potion Commotion,GBA,Action,Ubisoft,Ubisoft,63.0,0.11,2002-09-06,0.08,0.03,0.0,0.0,0.11,5.0,6.0,E,,,,,,,28.0,,,,,,,,Ubisoft,UBSFY
XXX,GBA,Action,Activision,Digital Eclipse,50.0,0.11,2002-07-31,0.08,0.03,0.0,0.0,0.11,13.0,4.0,E,,,,,,,50.0,,,,,,,,Activision Blizzard,ATVI
Prototype: Biohazard Bundle,XOne,Action,Activision,Activision,56.0,0.11,2016-10-11,0.01,0.0,0.0,0.0,0.01,4.0,14.0,M,,,,,,,31.0,,,,,,,,Activision Blizzard,ATVI
Project: Snowblind,XB,Action,Eidos Interactive,Unknown,79.0,0.11,2005-02-23,0.08,0.02,0.0,0.0,0.11,44.0,10.0,T,,,,,,,70.0,Project: Snowblind,CrystalDynamics,Action;Shooter;First-Person;Sci-Fi,XB,79.0,70.0,16  Online,Square Enix,SQNXF
Astro Boy: The Video Game,PS2,Action,D3 Publisher,High Voltage Software,50.0,0.11,2009-10-20,0.05,0.04,0.0,0.01,0.11,4.0,4.0,E10+,,,,,,,50.0,,,,,,,,Bandai Namco,7832.T
Spyborgs,Wii,Action,Capcom,Bionic Games,63.0,0.11,2009-09-22,0.09,0.01,0.0,0.01,0.11,30.0,6.0,T,,,,,,,63.0,,,,,,,,Capcom,CCOEF
Hellboy: The Science of Evil,X360,Action,Konami,Krome Studios,44.0,0.11,2008-06-24,0.1,0.0,0.0,0.01,0.11,31.0,9.0,T,,,,,,,57.0,,,,,,,,Konami,9766.T
Astro Boy: The Video Game,Wii,Action,D3 Publisher,High Voltage Software,53.0,0.11,2009-10-20,0.1,0.0,0.0,0.01,0.11,17.0,4.0,E10+,,,,,,,35.0,,,,,,,,Bandai Namco,7832.T
Rengoku: The Tower of Purgatory,PSP,Action,Konami,Neverland,47.0,0.11,2005-04-26,0.1,0.0,0.0,0.01,0.11,30.0,22.0,M,,,,,,,56.0,,,,,,,,Konami,9766.T
X-Men: The Official Game,DS,Action,Activision,Amaze Entertainment,50.0,0.11,2006-05-16,0.1,0.0,0.0,0.01,0.1,17.0,6.0,E10+,,,,,,,78.0,,,,,,,,Activision Blizzard,ATVI
The Godfather: Mob Wars,PSP,Action,Electronic Arts,Page 44,62.0,0.1,2006-09-19,0.09,0.0,0.0,0.01,0.1,34.0,16.0,M,,,,,,,79.0,,,,,,,,EA,EA
The Lord of the Rings: Conquest,DS,Action,Electronic Arts,Artificial Mind and Movement,59.0,0.1,2009-01-13,0.09,0.01,0.0,0.01,0.1,9.0,6.0,E10+,,,,,,,78.0,,,,,,,,EA,EA
Tom Clancy's Splinter Cell: Conviction,PC,Action,Ubisoft,Ubisoft Montreal,80.0,0.1,2010-04-27,0.0,0.08,0.0,0.02,0.11,20.0,672.0,M,,,,,,,52.0,Tom Clancy's Splinter Cell: Conviction,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,83.0,53.0,not specified,Ubisoft,UBSFY
Tom Clancy's Splinter Cell: Chaos Theory,GC,Action,Ubisoft,Ubisoft Montreal,78.0,0.1,2005-03-29,0.08,0.02,0.0,0.0,0.1,28.0,15.0,M,,,,,,,85.0,,,,,,,,Ubisoft,UBSFY
Blades of Time,X360,Action,Konami Digital Entertainment,Gaijin Games Inc.,52.0,0.1,2012-03-06,0.07,0.02,0.0,0.01,0.1,23.0,30.0,M,,,,,,,65.0,,,,,,,,Konami,9766.T
Death By Degrees,PS2,Action,Namco,Namco,51.0,0.1,2005-02-08,0.05,0.04,0.0,0.01,0.1,45.0,24.0,M,,,,,,,62.0,,,,,,,,Bandai Namco,7832.T
X-Men: The Official Game,XB,Action,Activision,"Z-Axis, Ltd.",48.0,0.1,2006-05-16,0.08,0.02,0.0,0.0,0.1,38.0,7.0,T,,,,,,,81.0,,,,,,,,Activision Blizzard,ATVI
Assassin's Creed: Rogue,PC,Action,Ubisoft,Ubisoft Sofia,74.0,0.1,2015-03-10,0.05,0.02,0.0,0.01,0.08,25.0,362.0,M,,,,,,,75.0,,,,,,,,Ubisoft,UBSFY
X-Men: Destiny,Wii,Action,Activision,Silicon Knights,33.0,0.1,2011-09-27,0.07,0.02,0.0,0.01,0.1,10.0,15.0,T,,,,,,,45.0,,,,,,,,Activision Blizzard,ATVI
Harry Potter and the Deathly Hallows - Part 1,PC,Action,Electronic Arts,EA Bright Light,37.0,0.1,2010-11-16,0.08,0.02,0.0,0.01,0.1,5.0,33.0,T,,,,,,,41.0,,,,,,,,EA,EA
Bee Movie Game,PS2,Action,Activision,Beenox,65.0,0.1,2007-10-30,0.05,0.04,0.0,0.01,0.1,11.0,4.0,E,,,,,,,75.0,,,,,,,,Activision Blizzard,ATVI
Spider-Man: Web of Shadows,DS,Action,Activision,Griptonite Games,79.0,0.1,2008-10-21,0.09,0.0,0.0,0.01,0.1,12.0,14.0,E10+,,,,,,,75.0,Spider-Man: Web of Shadows,GriptoniteGames,Action;Platformer;General;2D,DS,77.0,73.0,1 Player,Activision Blizzard,ATVI
Blades of Time,PS3,Action,Konami Digital Entertainment,Gaijin Games Inc.,53.0,0.1,2012-03-06,0.04,0.03,0.01,0.01,0.1,19.0,22.0,M,,,,,,,72.0,,,,,,,,Konami,9766.T
Thor: God of Thunder,3DS,Action,Sega,WayForward Technologies,60.0,0.1,2011-09-13,0.06,0.03,0.0,0.01,0.1,10.0,5.0,T,2.0,6.0,2.0,1.0,0.0,1.0,42.0,,,,,,,1 Player,Sega,6460.T
Harry Potter and the Deathly Hallows - Part 2,PC,Action,Electronic Arts,EA Bright Light,43.0,0.1,2011-07-12,0.05,0.04,0.0,0.01,0.1,12.0,56.0,,,,,,,,50.0,,,,,,,,EA,EA
MySims SkyHeroes,X360,Action,Electronic Arts,The Sims Studio,56.0,0.1,2010-09-28,0.09,0.0,0.0,0.01,0.1,15.0,4.0,E10+,,,,,,,55.0,,,,,,,,EA,EA
Tornado Outbreak,Wii,Action,Konami,Loose Cannon Studios,71.0,0.1,2009-09-29,0.09,0.0,0.0,0.01,0.1,7.0,5.0,E10+,,,,,,,82.0,,,,,,,,Konami,9766.T
Power Stone Collection,PSP,Action,Capcom,Capcom,74.0,0.1,2006-10-31,0.08,0.0,0.0,0.01,0.1,34.0,6.0,T,,,,,,,68.0,,,,,,,,Capcom,CCOEF
Minority Report: Everybody Runs,XB,Action,Activision,Treyarch,54.0,0.1,2002-11-18,0.07,0.02,0.0,0.0,0.1,18.0,4.0,T,,,,,,,50.0,,,,,,,,Activision Blizzard,ATVI
Disney's Aladdin in Nasira's Revenge,PS,Action,Sony Computer Entertainment,Argonaut Games,61.0,0.09,2001-03-15,0.05,0.04,0.0,0.01,0.09,11.0,7.0,E,,,,,,,83.0,,,,,,,,Sony,SONY
Beowulf: The Game,PSP,Action,Ubisoft,Ubisoft,44.0,0.09,2007-12-04,0.08,0.0,0.0,0.01,0.09,4.0,7.0,M,,,,,,,54.0,,,,,,,,Ubisoft,UBSFY
Shrek SuperSlam,XB,Action,Activision,Shaba Games,71.0,0.09,2005-10-25,0.07,0.02,0.0,0.0,0.09,20.0,4.0,E10+,,,,,,,93.0,,,,,,,,Activision Blizzard,ATVI
Toy Soldiers: War Chest,PS4,Action,Ubisoft,Signal Studios,62.0,0.09,2015-08-11,0.06,0.0,0.0,0.01,0.07,19.0,61.0,,6.0,10.0,3.0,2.0,2.0,5.0,77.0,,,,,,,Up to 4 ,Ubisoft,UBSFY
God Eater Resurrection,PS4,Action,Namco Bandai Games,Namco Bandai Games,70.0,0.09,2016-10-01,0.0,0.0,0.08,0.0,0.08,18.0,44.0,T,5.0,13.0,0.0,5.0,1.0,2.0,78.0,,,,,,,Up to 4 ,Bandai Namco,7832.T
Project Eden,PS2,Action,Eidos Interactive,Core Design Ltd.,71.0,0.09,2001-10-22,0.04,0.03,0.0,0.01,0.09,20.0,8.0,T,,,,,,,78.0,,,,,,,,Square Enix,SQNXF
Def Jam Fight For NY: The Takeover,PSP,Action,Electronic Arts,Aki Corp,80.0,0.09,2006-08-29,0.08,0.0,0.0,0.01,0.09,25.0,16.0,M,,,,,,,82.0,,,,,,,,EA,EA
Ghosthunter,PS2,Action,Namco,SCEE Cambridge,69.0,0.09,2004-08-17,0.04,0.03,0.0,0.01,0.09,44.0,22.0,T,,,,,,,87.0,,,,,,,,Bandai Namco,7832.T
Beyblade Evolution,3DS,Action,D3 Publisher,Rising Star Games,49.0,0.09,2013-10-29,0.02,0.01,0.0,0.0,0.04,7.0,4.0,E,,,,,,,63.0,,,,,,,,Bandai Namco,7832.T
Astro Boy: Omega Factor,GBA,Action,Sega,Hitmaker,88.0,0.09,2004-08-18,0.06,0.02,0.0,0.0,0.09,37.0,18.0,E,,,,,,,86.0,Astro Boy: Omega Factor,Hitmaker,Action;Shooter;Scrolling,GBA,85.0,88.0,1 Player,Sega,6460.T
Tornado Outbreak,PS3,Action,Konami,Loose Cannon Studios,69.0,0.09,2009-09-29,0.08,0.0,0.0,0.01,0.09,15.0,8.0,E10+,,,,,,,76.0,,,,,,,,Konami,9766.T
Viewtiful Joe: Red Hot Rumble,PSP,Action,Capcom,Clover Studio,63.0,0.09,2006-03-22,0.08,0.0,0.0,0.01,0.09,24.0,6.0,T,,,,,,,63.0,,,,,,,,Capcom,CCOEF
Spider-Man: Edge of Time,Wii,Action,Activision,Beenox,62.0,0.09,2011-10-04,0.06,0.02,0.0,0.01,0.09,9.0,6.0,T,,,,,,,52.0,,,,,,,,Activision Blizzard,ATVI
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,Action,Activision,Krome Studios,62.0,0.09,2005-10-12,0.07,0.02,0.0,0.0,0.09,11.0,9.0,E10+,,,,,,,80.0,,,,,,,,Activision Blizzard,ATVI
Lara Croft and the Temple of Osiris,PS4,Action,Square Enix,Crystal Dynamics,74.0,0.09,2014-12-09,0.0,0.07,0.0,0.01,0.09,40.0,128.0,T,24.0,16.0,0.0,8.0,11.0,4.0,67.0,,,,,,,Up to 4 ,Square Enix,SQNXF
Captain America: Super Soldier,3DS,Action,Sega,Sega,50.0,0.09,2011-10-25,0.05,0.02,0.0,0.01,0.08,9.0,6.0,T,0.0,6.0,3.0,0.0,0.0,1.0,50.0,,,,,,,,Sega,6460.T
Killer7,PS2,Action,Capcom,Grasshopper Manufacture,65.0,0.09,2005-07-07,0.04,0.03,0.0,0.01,0.09,39.0,36.0,M,,,,,,,81.0,,,,,,,,Capcom,CCOEF
Astro Boy,PS2,Action,Sega,Sonic Team,54.0,0.09,2004-08-18,0.04,0.03,0.0,0.01,0.09,29.0,7.0,E,,,,,,,69.0,,,,,,,,Sega,6460.T
Knights Contract,PS3,Action,Namco Bandai,Game Republic,58.0,0.08,2011-02-22,0.04,0.03,0.0,0.01,0.08,37.0,8.0,M,,,,,,,60.0,,,,,,,,Bandai Namco,7832.T
Hammerin' Hero,PSP,Action,Atlus,Irem Software Engineering,70.0,0.08,2009-04-07,0.06,0.0,0.0,0.01,0.07,19.0,8.0,E10+,,,,,,,73.0,,,,,,,,Sega,SGAMY
Hello Kitty: Roller Rescue,GC,Action,Namco,XPEC,64.0,0.08,2005-08-16,0.06,0.02,0.0,0.0,0.08,14.0,6.0,E,,,,,,,68.0,,,,,,,,Bandai Namco,7832.T
Tornado Outbreak,X360,Action,Konami,Loose Cannon Studios,62.0,0.08,2009-09-29,0.07,0.0,0.0,0.01,0.08,12.0,6.0,E10+,,,,,,,80.0,,,,,,,,Konami,9766.T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,Action,Ubisoft,Ubisoft,67.0,0.08,2004-07-20,0.06,0.02,0.0,0.0,0.08,25.0,11.0,T,,,,,,,80.0,,,,,,,,Ubisoft,UBSFY
Knights Contract,X360,Action,Namco Bandai,Game Republic,50.0,0.08,2011-02-22,0.05,0.03,0.0,0.01,0.08,41.0,16.0,M,,,,,,,56.0,,,,,,,,Bandai Namco,7832.T
Samurai Western,PS2,Action,Atlus,Acquire,58.0,0.08,2005-06-07,0.04,0.03,0.0,0.01,0.08,34.0,5.0,M,,,,,,,76.0,,,,,,,,Sega,SGAMY
Harry Potter and the Sorcerer's Stone,GC,Action,Electronic Arts,Warthog,62.0,0.08,2003-12-09,0.06,0.02,0.0,0.0,0.08,11.0,6.0,E,,,,,,,83.0,,,,,,,,EA,EA
Warhammer: Battle For Atluma,PSP,Action,Namco Bandai,JV Games,55.0,0.08,2006-11-14,0.06,0.0,0.0,0.01,0.07,8.0,8.0,T,,,,,,,74.0,,,,,,,,Bandai Namco,7832.T
Tomb Raider: Legend,GC,Action,Eidos Interactive,Crystal Dynamics,79.0,0.08,2006-11-14,0.06,0.02,0.0,0.0,0.08,6.0,8.0,T,,,,,,,78.0,,,,,,,,Square Enix,SQNXF
World Series of Poker 2008: Battle for the Bracelets,X360,Action,Activision,Unknown,74.0,0.08,2007-09-26,0.06,0.01,0.0,0.01,0.08,10.0,6.0,T,,,,,,,67.0,,,,,,,,Activision Blizzard,ATVI
Toy Soldiers: War Chest,XOne,Action,Ubisoft,Signal Studios,60.0,0.08,2015-08-11,0.05,0.0,0.0,0.01,0.06,14.0,50.0,,6.0,5.0,3.0,7.0,2.0,0.0,84.0,,,,,,,,Ubisoft,UBSFY
C.O.P.: The Recruit,DS,Action,Ubisoft,Ubisoft,57.0,0.08,2009-11-03,0.05,0.02,0.0,0.01,0.08,38.0,13.0,T,,,,,,,75.0,,,,,,,,Ubisoft,UBSFY
Dead Rising,PS4,Action,Capcom,Capcom Production Studio 1,78.0,0.08,2016-09-13,0.02,0.0,0.01,0.01,0.04,6.0,30.0,M,,,,,,,66.0,,,,,,,,Capcom,CCOEF
Urban Reign,PS2,Action,Namco,Namco,75.0,0.08,2005-09-13,0.04,0.03,0.0,0.01,0.08,44.0,26.0,T,,,,,,,82.0,,,,,,,,Bandai Namco,7832.T
Resident Evil 3: Nemesis,GC,Action,Capcom,Capcom,57.0,0.08,2003-01-15,0.06,0.02,0.0,0.0,0.08,14.0,44.0,M,,,,,,,83.0,,,,,,,,Capcom,CCOEF
The Legend of Kage 2,DS,Action,Taito,Taito Corporation,70.0,0.08,2008-10-08,0.07,0.0,0.0,0.0,0.07,21.0,4.0,E10+,,,,,,,63.0,,,,,,,,Square Enix,SQNXF
Superman Returns,DS,Action,Electronic Arts,EA Tiburon,38.0,0.07,2006-11-20,0.07,0.0,0.0,0.01,0.07,8.0,13.0,E,,,,,,,49.0,,,,,,,,EA,EA
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,Action,Activision,PlatinumGames,55.0,0.07,2016-05-24,0.03,0.01,0.0,0.0,0.04,14.0,38.0,T,0.0,10.0,4.0,2.0,1.0,1.0,60.0,,,,,,,,Activision Blizzard,ATVI
Dead Rising 2,PS4,Action,Capcom,Capcom,82.0,0.07,2016-09-27,0.01,0.0,0.01,0.0,0.03,4.0,8.0,M,,,,,,,66.0,,,,,,,,Capcom,CCOEF
Haunting Ground,PS2,Action,Capcom,Capcom Production Studio 1,66.0,0.07,2005-05-10,0.03,0.03,0.0,0.01,0.07,33.0,44.0,M,,,,,,,88.0,,,,,,,,Capcom,CCOEF
Tom Clancy's Splinter Cell: Chaos Theory,DS,Action,Ubisoft,Ubisoft,50.0,0.07,2005-06-28,0.06,0.0,0.0,0.01,0.07,22.0,25.0,T,,,,,,,70.0,,,,,,,,Ubisoft,UBSFY
Silent Hill: Origins,PS2,Action,Konami,Climax Group,70.0,0.07,2008-03-04,0.03,0.03,0.0,0.01,0.07,21.0,59.0,M,,,,,,,74.0,,,,,,,,Konami,9766.T
Harry Potter and the Sorcerer's Stone,XB,Action,Electronic Arts,Warthog,59.0,0.07,2003-12-09,0.05,0.02,0.0,0.0,0.07,11.0,5.0,E,,,,,,,60.0,,,,,,,,EA,EA
McFarlane's Evil Prophecy,PS2,Action,Konami,Konami,34.0,0.07,2004-06-15,0.03,0.03,0.0,0.01,0.07,28.0,5.0,M,,,,,,,32.0,,,,,,,,Konami,9766.T
Catwoman,GC,Action,Electronic Arts,Argonaut Games,53.0,0.07,2004-07-20,0.05,0.01,0.0,0.0,0.07,24.0,7.0,T,,,,,,,61.0,,,,,,,,EA,EA
Spartan: Total Warrior,GC,Action,Sega,The Creative Assembly,71.0,0.07,2005-10-27,0.05,0.01,0.0,0.0,0.07,24.0,15.0,M,,,,,,,83.0,,,,,,,,Sega,6460.T
Pitfall: The Lost Expedition,XB,Action,Activision,Edge of Reality,73.0,0.07,2004-02-18,0.05,0.01,0.0,0.0,0.07,35.0,4.0,E,,,,,,,78.0,,,,,,,,Activision Blizzard,ATVI
River City Ransom EX,GBA,Action,Atlus,Million,75.0,0.07,2004-05-25,0.05,0.02,0.0,0.0,0.07,21.0,7.0,T,,,,,,,84.0,,,,,,,,Sega,SGAMY
Deep Labyrinth,DS,Action,Atlus,Unknown,57.0,0.07,2006-08-15,0.06,0.0,0.0,0.0,0.07,18.0,4.0,E10+,,,,,,,88.0,,,,,,,,Sega,SGAMY
God Hand,PS2,Action,Capcom,Clover Studio,70.0,0.07,2006-10-10,0.0,0.0,0.07,0.0,0.07,48.0,165.0,M,,,,,,,77.0,,,,,,,,Capcom,CCOEF
Spawn: Armageddon,GC,Action,Namco,Point of View,61.0,0.07,2003-11-21,0.05,0.01,0.0,0.0,0.07,19.0,9.0,M,,,,,,,72.0,,,,,,,,Bandai Namco,7832.T
Batman: Rise of Sin Tzu,GBA,Action,Ubisoft,Ubisoft Montreal,55.0,0.07,2003-10-27,0.05,0.02,0.0,0.0,0.07,12.0,4.0,E,,,,,,,68.0,,,,,,,,Ubisoft,UBSFY
